date,value,series_name
2021-07-31,100,Cement Sales
2021-08-31,110.69843020050489,Cement Sales
2021-09-30,116.55688709630618,Cement Sales
2021-10-31,133.58964686765515,Cement Sales
2021-11-30,119.68487943591677,Cement Sales
2021-12-31,117.72915880799698,Cement Sales
2022-01-31,98.9060731799321,Cement Sales
2022-02-28,114.40965673330818,Cement Sales
2022-03-31,136.67991759278064,Cement Sales
2022-04-30,98.0703943359545,Cement Sales
2022-05-31,91.40237356004991,Cement Sales
2022-06-30,144.27066709224385,Cement Sales
2022-07-31,54.74857093114354,Cement Sales
2022-08-31,84.41226822969561,Cement Sales
2022-09-30,110.43728056176188,Cement Sales
2022-10-31,112.88628384064069,Cement Sales
2022-11-30,112.05350665931579,Cement Sales
2022-12-31,106.65351246264109,Cement Sales
2023-01-31,104.12036096683399,Cement Sales
2023-02-28,104.1609842439718,Cement Sales
2023-03-31,97.4030119258335,Cement Sales
2023-04-30,73.42947508922612,Cement Sales
2023-05-31,NA,Cement Sales
2023-06-30,NA,Cement Sales
2021-07-31,100,EPU Index
2021-08-31,185.4491632562839,EPU Index
2021-09-30,206.86295068898573,EPU Index
2021-10-31,202.08890398826134,EPU Index
2021-11-30,171.17804505098857,EPU Index
2021-12-31,177.5916664651948,EPU Index
2022-01-31,154.39427254264396,EPU Index
2022-02-28,134.60137944452254,EPU Index
2022-03-31,273.48907829332535,EPU Index
2022-04-30,427.95094295209356,EPU Index
2022-05-31,507.40021403873305,EPU Index
2022-06-30,304.8172973131862,EPU Index
2022-07-31,437.17715358597593,EPU Index
2022-08-31,288.69498196864595,EPU Index
2022-09-30,219.43999757274324,EPU Index
2022-10-31,218.69518848877044,EPU Index
2022-11-30,261.3346316977862,EPU Index
2022-12-31,356.82573603804485,EPU Index
2023-01-31,358.52703530088473,EPU Index
2023-02-28,272.357939357774,EPU Index
2023-03-31,249.52090050148726,EPU Index
2023-04-30,322.5971554303326,EPU Index
2023-05-31,341.6405505373713,EPU Index
2023-06-30,NA,EPU Index
2021-07-31,100,Textile Exports
2021-08-31,99.66363482339554,Textile Exports
2021-09-30,111.39901411377649,Textile Exports
2021-10-31,105.83751649766317,Textile Exports
2021-11-30,114.16873037633243,Textile Exports
2021-12-31,123.40063828164301,Textile Exports
2022-01-31,106.48454827274072,Textile Exports
2022-02-28,109.12293990806299,Textile Exports
2022-03-31,126.22057593173471,Textile Exports
2022-04-30,117.1752346316279,Textile Exports
2022-05-31,113.59314069542327,Textile Exports
2022-06-30,133.35852639622036,Textile Exports
2022-07-31,106.31170528003656,Textile Exports
2022-08-31,125.78315731118614,Textile Exports
2022-09-30,118.4582238830273,Textile Exports
2022-10-31,110.0017002673932,Textile Exports
2022-11-30,104.95931412032134,Textile Exports
2022-12-31,100.07300604342116,Textile Exports
2023-01-31,95.85811899929088,Textile Exports
2023-02-28,95.11905615236256,Textile Exports
2023-03-31,96.94541456004526,Textile Exports
2023-04-30,86.90251777213174,Textile Exports
2023-05-31,97.93697819892238,Textile Exports
2023-06-30,NA,Textile Exports
2021-07-31,100,Machinery Imports
2021-08-31,107.8250200543015,Machinery Imports
2021-09-30,94.42088055619055,Machinery Imports
2021-10-31,92.7712368971732,Machinery Imports
2021-11-30,104.02880804273916,Machinery Imports
2021-12-31,121.75246803306041,Machinery Imports
2022-01-31,115.13261655248246,Machinery Imports
2022-02-28,98.54775436843765,Machinery Imports
2022-03-31,111.91194102120306,Machinery Imports
2022-04-30,111.47138527683,Machinery Imports
2022-05-31,103.81875722596565,Machinery Imports
2022-06-30,101.45478438719714,Machinery Imports
2022-07-31,66.41075147086156,Machinery Imports
2022-08-31,76.9592776392892,Machinery Imports
2022-09-30,59.149710517888145,Machinery Imports
2022-10-31,55.58589564076131,Machinery Imports
2022-11-30,50.670262262824046,Machinery Imports
2022-12-31,40.68807870720344,Machinery Imports
2023-01-31,33.3846133480947,Machinery Imports
2023-02-28,35.7541216981965,Machinery Imports
2023-03-31,42.19269196928873,Machinery Imports
2023-04-30,38.90296486502504,Machinery Imports
2023-05-31,38.229464482619186,Machinery Imports
2023-06-30,NA,Machinery Imports
2021-07-31,100,Oil Imports
2021-08-31,124.74477573759414,Oil Imports
2021-09-30,139.70089873862992,Oil Imports
2021-10-31,140.03471907031758,Oil Imports
2021-11-30,147.59807485585904,Oil Imports
2021-12-31,134.0481376472186,Oil Imports
2022-01-31,104.44010080905146,Oil Imports
2022-02-28,119.56128503121646,Oil Imports
2022-03-31,143.72616793503454,Oil Imports
2022-04-30,159.05707176274322,Oil Imports
2022-05-31,125.66716265771174,Oil Imports
2022-06-30,253.10906542857367,Oil Imports
2022-07-31,200.2983295667316,Oil Imports
2022-08-31,192.51085829951015,Oil Imports
2022-09-30,129.45429147268626,Oil Imports
2022-10-31,131.5377033047823,Oil Imports
2022-11-30,107.96306566750317,Oil Imports
2022-12-31,106.60254423909743,Oil Imports
2023-01-31,105.53405056050954,Oil Imports
2023-02-28,107.35282919677846,Oil Imports
2023-03-31,122.63320476558928,Oil Imports
2023-04-30,106.56426688760696,Oil Imports
2023-05-31,102.07684574929695,Oil Imports
2023-06-30,NA,Oil Imports
2021-07-31,100,CPI Inflation
2021-08-31,99.37605520746911,CPI Inflation
2021-09-30,106.8190874001247,CPI Inflation
2021-10-31,109.44604569792227,CPI Inflation
2021-11-30,136.80755712240287,CPI Inflation
2021-12-31,146.10687998679643,CPI Inflation
2022-01-31,154.20514777489257,CPI Inflation
2022-02-28,145.65891339597277,CPI Inflation
2022-03-31,151.08312830039273,CPI Inflation
2022-04-30,159.1476764755879,CPI Inflation
2022-05-31,164.16906854688344,CPI Inflation
2022-06-30,253.3913884093201,CPI Inflation
2022-07-31,296.2181019432897,CPI Inflation
2022-08-31,324.7692442992694,CPI Inflation
2022-09-30,275.99437610780404,CPI Inflation
2022-10-31,316.44182777877535,CPI Inflation
2022-11-30,283.13216169679896,CPI Inflation
2022-12-31,291.4595782172931,CPI Inflation
2023-01-31,328.3381370937669,CPI Inflation
2023-02-28,374.73374342223394,CPI Inflation
2023-03-31,421.129349750701,CPI Inflation
2023-04-30,433.02565906569254,CPI Inflation
2023-05-31,452.05975396967904,CPI Inflation
2023-06-30,NA,CPI Inflation
2021-07-31,100,POL sales
2021-08-31,103.00155865450789,POL sales
2021-09-30,104.3853485443695,POL sales
2021-10-31,106.25206835363439,POL sales
2021-11-30,93.07020863460522,POL sales
2021-12-31,82.30439247323208,POL sales
2022-01-31,95.12573266829364,POL sales
2022-02-28,81.16098335146343,POL sales
2022-03-31,95.92070325830555,POL sales
2022-04-30,114.13166319639305,POL sales
2022-05-31,113.30953618799263,POL sales
2022-06-30,101.16524783845752,POL sales
2022-07-31,79.64755512210837,POL sales
2022-08-31,79.80553732794266,POL sales
2022-09-30,80.29135842496903,POL sales
2022-10-31,87.09899753578736,POL sales
2022-11-30,79.61172517085053,POL sales
2022-12-31,66.59486908902608,POL sales
2023-01-31,77.934842149446,POL sales
2023-02-28,63.955430431812864,POL sales
2023-03-31,59.86782155445197,POL sales
2023-04-30,62.11751914243541,POL sales
2023-05-31,NA,POL sales
2023-06-30,NA,POL sales
2021-07-31,100,LSM
2021-08-31,101.85256804159543,LSM
2021-09-30,102.47761137036042,LSM
2021-10-31,104.63044803731142,LSM
2021-11-30,105.8716968096785,LSM
2021-12-31,115.7168455009012,LSM
2022-01-31,122.72831682064063,LSM
2022-02-28,127.12398923610937,LSM
2022-03-31,136.97436538095903,LSM
2022-04-30,118.15396038993048,LSM
2022-05-31,116.73864788184153,LSM
2022-06-30,117.54071926406142,LSM
2022-07-31,97.98705815429393,LSM
2022-08-31,101.67833473552919,LSM
2022-09-30,99.50195755240112,LSM
2022-10-31,96.50162995728755,LSM
2022-11-30,99.25288036949696,LSM
2022-12-31,111.24782344143986,LSM
2023-01-31,113.00637590999607,LSM
2023-02-28,113.07905368830473,LSM
2023-03-31,103.35792070951112,LSM
2023-04-30,93.25305075427798,LSM
2023-05-31,NA,LSM
2023-06-30,NA,LSM
2021-07-31,100,Credit to Private Sector
2021-08-31,100.70002263793866,Credit to Private Sector
2021-09-30,104.8068898829407,Credit to Private Sector
2021-10-31,106.409965888819,Credit to Private Sector
2021-11-30,109.27412660797471,Credit to Private Sector
2021-12-31,115.66684371184536,Credit to Private Sector
2022-01-31,113.68079361586702,Credit to Private Sector
2022-02-28,114.71120663453833,Credit to Private Sector
2022-03-31,118.56631206634943,Credit to Private Sector
2022-04-30,119.47147354838317,Credit to Private Sector
2022-05-31,121.2000652562255,Credit to Private Sector
2022-06-30,122.69331959517727,Credit to Private Sector
2022-07-31,121.5960556839698,Credit to Private Sector
2022-08-31,122.38808823881784,Credit to Private Sector
2022-09-30,124.15247712330277,Credit to Private Sector
2022-10-31,123.92797308511878,Credit to Private Sector
2022-11-30,124.5256872759338,Credit to Private Sector
2022-12-31,131.21362886809396,Credit to Private Sector
2023-01-31,127.41424421648519,Credit to Private Sector
2023-02-28,127.52515789140936,Credit to Private Sector
2023-03-31,126.51105272637616,Credit to Private Sector
2023-04-30,125.26061302102376,Credit to Private Sector
2023-05-31,122.37041536776319,Credit to Private Sector
2023-06-30,NA,Credit to Private Sector
2021-07-31,100,Auto Sales (excl. Motorcycles)
2021-08-31,85.9439903524052,Auto Sales (excl. Motorcycles)
2021-09-30,90.86493367278574,Auto Sales (excl. Motorcycles)
2021-10-31,90.007369690473,Auto Sales (excl. Motorcycles)
2021-11-30,79.93769261691008,Auto Sales (excl. Motorcycles)
2021-12-31,107.70467640359105,Auto Sales (excl. Motorcycles)
2022-01-31,88.28219214792979,Auto Sales (excl. Motorcycles)
2022-02-28,89.49819107597482,Auto Sales (excl. Motorcycles)
2022-03-31,111.94559828487203,Auto Sales (excl. Motorcycles)
2022-04-30,93.3371298405467,Auto Sales (excl. Motorcycles)
2022-05-31,94.75077046764036,Auto Sales (excl. Motorcycles)
2022-06-30,122.46415650542677,Auto Sales (excl. Motorcycles)
2022-07-31,48.41551654830497,Auto Sales (excl. Motorcycles)
2022-08-31,50.56612622269865,Auto Sales (excl. Motorcycles)
2022-09-30,46.278306311134934,Auto Sales (excl. Motorcycles)
2022-10-31,52.88422886238778,Auto Sales (excl. Motorcycles)
2022-11-30,67.37572021975078,Auto Sales (excl. Motorcycles)
2022-12-31,61.3459734691143,Auto Sales (excl. Motorcycles)
2023-01-31,49.38362588771272,Auto Sales (excl. Motorcycles)
2023-02-28,33.69623475814016,Auto Sales (excl. Motorcycles)
2023-03-31,42.35227120460941,Auto Sales (excl. Motorcycles)
2023-04-30,26.21599892804502,Auto Sales (excl. Motorcycles)
2023-05-31,NA,Auto Sales (excl. Motorcycles)
2023-06-30,NA,Auto Sales (excl. Motorcycles)
2021-07-31,100,Electricity Generation
2021-08-31,102.54078414262618,Electricity Generation
2021-09-30,89.45958877288837,Electricity Generation
2021-10-31,72.04367319511381,Electricity Generation
2021-11-30,54.09365563449979,Electricity Generation
2021-12-31,56.2195648895094,Electricity Generation
2022-01-31,56.104148073480204,Electricity Generation
2022-02-28,51.58206275609681,Electricity Generation
2022-03-31,66.44530218385874,Electricity Generation
2022-04-30,82.65724166794641,Electricity Generation
2022-05-31,93.47697026348906,Electricity Generation
2022-06-30,88.49728026207455,Electricity Generation
2022-07-31,90.24986583121992,Electricity Generation
2022-08-31,89.62294020732259,Electricity Generation
2022-09-30,82.13044556892382,Electricity Generation
2022-10-31,68.27239177272303,Electricity Generation
2022-11-30,53.36839899056939,Electricity Generation
2022-12-31,53.6791194015183,Electricity Generation
2023-01-31,54.3048970436018,Electricity Generation
2023-02-28,49.46227607076107,Electricity Generation
2023-03-31,55.7493132724957,Electricity Generation
2023-04-30,63.84244475125463,Electricity Generation
2023-05-31,NA,Electricity Generation
2023-06-30,NA,Electricity Generation
2021-07-31,100,Fertilizer Sales
2021-08-31,102.57668711656441,Fertilizer Sales
2021-09-30,86.87116564417178,Fertilizer Sales
2021-10-31,105.03067484662577,Fertilizer Sales
2021-11-30,97.42331288343559,Fertilizer Sales
2021-12-31,87.85276073619632,Fertilizer Sales
2022-01-31,87.23926380368098,Fertilizer Sales
2022-02-28,71.41104294478528,Fertilizer Sales
2022-03-31,72.26993865030674,Fertilizer Sales
2022-04-30,67.97546012269939,Fertilizer Sales
2022-05-31,62.82208588957055,Fertilizer Sales
2022-06-30,108.34355828220859,Fertilizer Sales
2022-07-31,65.03067484662577,Fertilizer Sales
2022-08-31,70.920245398773,Fertilizer Sales
2022-09-30,80.85889570552148,Fertilizer Sales
2022-10-31,79.50920245398773,Fertilizer Sales
2022-11-30,NA,Fertilizer Sales
2022-12-31,NA,Fertilizer Sales
2023-01-31,NA,Fertilizer Sales
2023-02-28,NA,Fertilizer Sales
2023-03-31,NA,Fertilizer Sales
2023-04-30,NA,Fertilizer Sales
2023-05-31,NA,Fertilizer Sales
2023-06-30,NA,Fertilizer Sales
2021-07-31,100,Overnight Repo Rate
2021-08-31,97.29364005412721,Overnight Repo Rate
2021-09-30,100.81190798376184,Overnight Repo Rate
2021-10-31,103.382949932341,Overnight Repo Rate
2021-11-30,122.59810554803789,Overnight Repo Rate
2021-12-31,143.30175913396482,Overnight Repo Rate
2022-01-31,138.15967523680652,Overnight Repo Rate
2022-02-28,134.64140730717185,Overnight Repo Rate
2022-03-31,140.73071718538566,Overnight Repo Rate
2022-04-30,176.18403247631935,Overnight Repo Rate
2022-05-31,187.95669824086605,Overnight Repo Rate
2022-06-30,186.73883626522328,Overnight Repo Rate
2022-07-31,207.57780784844385,Overnight Repo Rate
2022-08-31,204.0595399188092,Overnight Repo Rate
2022-09-30,214.20838971583223,Overnight Repo Rate
2022-10-31,212.71989174560218,Overnight Repo Rate
2022-11-30,210.01353179972938,Overnight Repo Rate
2022-12-31,216.5087956698241,Overnight Repo Rate
2023-01-31,233.82949932341003,Overnight Repo Rate
2023-02-28,233.15290933694183,Overnight Repo Rate
2023-03-31,269.0121786197564,Overnight Repo Rate
2023-04-30,283.49120433017595,Overnight Repo Rate
2023-05-31,290.2571041948579,Overnight Repo Rate
2023-06-30,282.27334235453316,Overnight Repo Rate
2021-07-31,100,WPI Inflation
2021-08-31,99.30371376764842,WPI Inflation
2021-09-30,113.532094742527,WPI Inflation
2021-10-31,122.75760521031177,WPI Inflation
2021-11-30,156.34223305086874,WPI Inflation
2021-12-31,151.9225621540256,WPI Inflation
2022-01-31,138.7174259813824,WPI Inflation
2022-02-28,136.73440819668556,WPI Inflation
2022-03-31,137.81278320780282,WPI Inflation
2022-04-30,162.9825953375603,WPI Inflation
2022-05-31,171.39741104835983,WPI Inflation
2022-06-30,225.24862465477017,WPI Inflation
2022-07-31,222.93244342438692,WPI Inflation
2022-08-31,238.5666667294738,WPI Inflation
2022-09-30,225.0749110624914,WPI Inflation
2022-10-31,188.76877027623414,WPI Inflation
2022-11-30,160.3955502040394,WPI Inflation
2022-12-31,156.97918288922415,WPI Inflation
2023-01-31,165.0279126648059,WPI Inflation
2023-02-28,211.35153727247072,WPI Inflation
2023-03-31,217.14199034842883,WPI Inflation
2023-04-30,193.4011327370006,WPI Inflation
2023-05-31,189.92686089142572,WPI Inflation
2023-06-30,NA,WPI Inflation
