series_name,date,value
One-Year Karachi Interbank Offer Rate,2008-04-30,10.716923076923077
One-Year Karachi Interbank Offer Rate,2008-05-31,11.853461538461538
One-Year Karachi Interbank Offer Rate,2008-06-30,13.6852
One-Year Karachi Interbank Offer Rate,2008-07-31,14.466923076923077
One-Year Karachi Interbank Offer Rate,2008-08-31,14.0316
One-Year Karachi Interbank Offer Rate,2008-09-30,14.298
One-Year Karachi Interbank Offer Rate,2008-10-31,14.98125
One-Year Karachi Interbank Offer Rate,2008-11-30,15.936
One-Year Karachi Interbank Offer Rate,2008-12-31,16.07272727272727
One-Year Karachi Interbank Offer Rate,2009-01-31,16.017083333333332
One-Year Karachi Interbank Offer Rate,2009-02-28,15.482173913043479
One-Year Karachi Interbank Offer Rate,2009-03-31,14.001666666666667
One-Year Karachi Interbank Offer Rate,2009-04-30,14.003076923076923
One-Year Karachi Interbank Offer Rate,2009-05-31,14.0044
One-Year Karachi Interbank Offer Rate,2009-06-30,13.738846153846154
One-Year Karachi Interbank Offer Rate,2009-07-31,12.79923076923077
One-Year Karachi Interbank Offer Rate,2009-08-31,12.7464
One-Year Karachi Interbank Offer Rate,2009-09-30,12.886086956521739
One-Year Karachi Interbank Offer Rate,2009-10-31,12.987037037037037
One-Year Karachi Interbank Offer Rate,2009-11-30,13.039047619047619
One-Year Karachi Interbank Offer Rate,2009-12-31,12.7992
One-Year Karachi Interbank Offer Rate,2010-01-31,12.7332
One-Year Karachi Interbank Offer Rate,2010-02-28,12.69681818181818
One-Year Karachi Interbank Offer Rate,2010-03-31,12.75153846153846
One-Year Karachi Interbank Offer Rate,2010-04-30,12.7324
One-Year Karachi Interbank Offer Rate,2010-05-31,12.657142857142857
One-Year Karachi Interbank Offer Rate,2010-06-30,12.691818181818181
One-Year Karachi Interbank Offer Rate,2010-07-31,12.732857142857142
One-Year Karachi Interbank Offer Rate,2010-08-31,13.214761904761906
One-Year Karachi Interbank Offer Rate,2010-09-30,13.3225
One-Year Karachi Interbank Offer Rate,2010-10-31,13.710476190476191
One-Year Karachi Interbank Offer Rate,2010-11-30,13.75263157894737
One-Year Karachi Interbank Offer Rate,2010-12-31,14.102916666666665
One-Year Karachi Interbank Offer Rate,2011-01-31,14.1992
One-Year Karachi Interbank Offer Rate,2011-02-28,14.258636363636363
One-Year Karachi Interbank Offer Rate,2011-03-31,14.251153846153846
One-Year Karachi Interbank Offer Rate,2011-04-30,14.215384615384616
One-Year Karachi Interbank Offer Rate,2011-05-31,14.188076923076922
One-Year Karachi Interbank Offer Rate,2011-06-30,14.247307692307693
One-Year Karachi Interbank Offer Rate,2011-07-31,14.2456
One-Year Karachi Interbank Offer Rate,2011-08-31,13.723600000000001
One-Year Karachi Interbank Offer Rate,2011-09-30,13.709565217391305
One-Year Karachi Interbank Offer Rate,2011-10-31,12.593636363636364
One-Year Karachi Interbank Offer Rate,2011-11-30,12.24263157894737
One-Year Karachi Interbank Offer Rate,2011-12-31,12.3
One-Year Karachi Interbank Offer Rate,2012-01-31,12.245238095238095
One-Year Karachi Interbank Offer Rate,2012-02-29,12.245238095238095
One-Year Karachi Interbank Offer Rate,2012-03-31,12.307142857142857
One-Year Karachi Interbank Offer Rate,2012-04-30,12.346666666666666
One-Year Karachi Interbank Offer Rate,2012-05-31,12.370454545454546
One-Year Karachi Interbank Offer Rate,2012-06-30,12.38
One-Year Karachi Interbank Offer Rate,2012-07-31,12.3615
One-Year Karachi Interbank Offer Rate,2012-08-31,11.38
One-Year Karachi Interbank Offer Rate,2012-09-30,10.727894736842105
One-Year Karachi Interbank Offer Rate,2012-10-31,10.15952380952381
One-Year Karachi Interbank Offer Rate,2012-11-30,9.77
One-Year Karachi Interbank Offer Rate,2012-12-31,9.7975
One-Year Karachi Interbank Offer Rate,2013-01-31,9.702857142857143
One-Year Karachi Interbank Offer Rate,2013-02-28,9.773157894736842
One-Year Karachi Interbank Offer Rate,2013-03-31,9.877272727272727
One-Year Karachi Interbank Offer Rate,2013-04-30,9.907272727272728
One-Year Karachi Interbank Offer Rate,2013-05-31,9.91
One-Year Karachi Interbank Offer Rate,2013-06-30,9.677
One-Year Karachi Interbank Offer Rate,2013-07-31,9.403333333333334
One-Year Karachi Interbank Offer Rate,2013-08-31,9.52421052631579
One-Year Karachi Interbank Offer Rate,2013-09-30,9.719047619047618
One-Year Karachi Interbank Offer Rate,2013-10-31,10.021052631578947
One-Year Karachi Interbank Offer Rate,2013-11-30,10.185263157894736
One-Year Karachi Interbank Offer Rate,2013-12-31,10.454285714285714
One-Year Karachi Interbank Offer Rate,2014-01-31,10.445714285714285
One-Year Karachi Interbank Offer Rate,2014-02-28,10.446315789473685
One-Year Karachi Interbank Offer Rate,2014-03-31,10.408095238095237
One-Year Karachi Interbank Offer Rate,2014-04-30,10.455454545454545
One-Year Karachi Interbank Offer Rate,2014-05-31,10.442380952380953
One-Year Karachi Interbank Offer Rate,2014-06-30,10.446666666666667
One-Year Karachi Interbank Offer Rate,2014-07-31,10.452105263157895
One-Year Karachi Interbank Offer Rate,2014-08-31,10.476842105263158
One-Year Karachi Interbank Offer Rate,2014-09-30,10.496818181818181
One-Year Karachi Interbank Offer Rate,2014-10-31,10.4995
One-Year Karachi Interbank Offer Rate,2014-11-30,10.14
One-Year Karachi Interbank Offer Rate,2014-12-31,9.954545454545455
One-Year Karachi Interbank Offer Rate,2015-01-31,9.381428571428572
One-Year Karachi Interbank Offer Rate,2015-02-28,8.762631578947369
One-Year Karachi Interbank Offer Rate,2015-03-31,8.386666666666667
One-Year Karachi Interbank Offer Rate,2015-04-30,8.123181818181818
One-Year Karachi Interbank Offer Rate,2015-05-31,7.2935
One-Year Karachi Interbank Offer Rate,2015-06-30,7.260952380952381
One-Year Karachi Interbank Offer Rate,2015-07-31,7.368421052631579
One-Year Karachi Interbank Offer Rate,2015-08-31,7.3485000000000005
One-Year Karachi Interbank Offer Rate,2015-09-30,7.1105
One-Year Karachi Interbank Offer Rate,2015-10-31,6.870952380952381
One-Year Karachi Interbank Offer Rate,2015-11-30,6.7542857142857144
One-Year Karachi Interbank Offer Rate,2015-12-31,6.810952380952381
One-Year Karachi Interbank Offer Rate,2016-01-31,6.697
One-Year Karachi Interbank Offer Rate,2016-02-29,6.66
One-Year Karachi Interbank Offer Rate,2016-03-31,6.6486363636363635
One-Year Karachi Interbank Offer Rate,2016-04-30,6.65952380952381
One-Year Karachi Interbank Offer Rate,2016-05-31,6.617727272727273
One-Year Karachi Interbank Offer Rate,2016-06-30,6.422380952380952
One-Year Karachi Interbank Offer Rate,2016-07-31,6.308125
One-Year Karachi Interbank Offer Rate,2016-08-31,6.32695652173913
One-Year Karachi Interbank Offer Rate,2016-09-30,6.353157894736842
One-Year Karachi Interbank Offer Rate,2016-10-31,6.3657894736842104
One-Year Karachi Interbank Offer Rate,2016-11-30,6.3963636363636365
One-Year Karachi Interbank Offer Rate,2016-12-31,6.4280952380952385
One-Year Karachi Interbank Offer Rate,2017-01-31,6.414285714285715
One-Year Karachi Interbank Offer Rate,2017-02-28,6.405
One-Year Karachi Interbank Offer Rate,2017-03-31,6.411818181818182
One-Year Karachi Interbank Offer Rate,2017-04-30,6.4695
One-Year Karachi Interbank Offer Rate,2017-05-31,6.451904761904762
One-Year Karachi Interbank Offer Rate,2017-06-30,6.463684210526315
One-Year Karachi Interbank Offer Rate,2017-07-31,6.457
One-Year Karachi Interbank Offer Rate,2017-08-31,6.461363636363636
One-Year Karachi Interbank Offer Rate,2017-09-30,6.467894736842105
One-Year Karachi Interbank Offer Rate,2017-10-31,6.469090909090909
One-Year Karachi Interbank Offer Rate,2017-11-30,6.468636363636364
One-Year Karachi Interbank Offer Rate,2017-12-31,6.488947368421053
One-Year Karachi Interbank Offer Rate,2018-01-31,6.53
One-Year Karachi Interbank Offer Rate,2018-02-28,6.742105263157895
One-Year Karachi Interbank Offer Rate,2018-03-31,6.865238095238095
One-Year Karachi Interbank Offer Rate,2018-04-30,6.911428571428571
One-Year Karachi Interbank Offer Rate,2018-05-31,7.048571428571429
One-Year Karachi Interbank Offer Rate,2018-06-30,7.417894736842105
One-Year Karachi Interbank Offer Rate,2018-07-31,8.045
One-Year Karachi Interbank Offer Rate,2018-08-31,8.451052631578948
One-Year Karachi Interbank Offer Rate,2018-09-30,8.766111111111112
One-Year Karachi Interbank Offer Rate,2018-10-31,10.014347826086956
One-Year Karachi Interbank Offer Rate,2018-11-30,10.514285714285714
One-Year Karachi Interbank Offer Rate,2018-12-31,11.181
One-Year Karachi Interbank Offer Rate,2019-01-31,11.331363636363637
One-Year Karachi Interbank Offer Rate,2019-02-28,11.419473684210526
One-Year Karachi Interbank Offer Rate,2019-03-31,11.475238095238096
One-Year Karachi Interbank Offer Rate,2019-04-30,11.659545454545455
One-Year Karachi Interbank Offer Rate,2019-05-31,12.636666666666667
One-Year Karachi Interbank Offer Rate,2019-06-30,13.561875
One-Year Karachi Interbank Offer Rate,2019-07-31,13.97090909090909
One-Year Karachi Interbank Offer Rate,2019-08-31,14.44
One-Year Karachi Interbank Offer Rate,2019-09-30,14.120526315789473
One-Year Karachi Interbank Offer Rate,2019-10-31,13.592173913043478
One-Year Karachi Interbank Offer Rate,2019-11-30,13.423333333333334
One-Year Karachi Interbank Offer Rate,2019-12-31,13.42952380952381
One-Year Karachi Interbank Offer Rate,2020-01-31,13.496818181818181
One-Year Karachi Interbank Offer Rate,2020-02-29,13.625789473684211
One-Year Karachi Interbank Offer Rate,2020-03-31,12.193809523809524
One-Year Karachi Interbank Offer Rate,2020-04-30,9.225714285714286
One-Year Karachi Interbank Offer Rate,2020-05-31,7.899375
One-Year Karachi Interbank Offer Rate,2020-06-30,7.795454545454546
One-Year Karachi Interbank Offer Rate,2020-07-31,6.991428571428571
One-Year Karachi Interbank Offer Rate,2020-08-31,7.4695
One-Year Karachi Interbank Offer Rate,2020-09-30,7.565454545454545
One-Year Karachi Interbank Offer Rate,2020-10-31,7.652857142857143
One-Year Karachi Interbank Offer Rate,2020-11-30,7.690952380952381
One-Year Karachi Interbank Offer Rate,2020-12-31,7.675909090909091
One-Year Karachi Interbank Offer Rate,2021-01-31,7.7165
One-Year Karachi Interbank Offer Rate,2021-02-28,8.006842105263157
One-Year Karachi Interbank Offer Rate,2021-03-31,8.161818181818182
One-Year Karachi Interbank Offer Rate,2021-04-30,8.15904761904762
One-Year Karachi Interbank Offer Rate,2021-05-31,8.06
One-Year Karachi Interbank Offer Rate,2021-06-30,8.073636363636364
One-Year Karachi Interbank Offer Rate,2021-07-31,8.050555555555555
One-Year Karachi Interbank Offer Rate,2021-08-31,8.016
One-Year Karachi Interbank Offer Rate,2021-09-30,8.329545454545455
One-Year Karachi Interbank Offer Rate,2021-10-31,9.22
One-Year Karachi Interbank Offer Rate,2021-11-30,10.095454545454546
One-Year Karachi Interbank Offer Rate,2021-12-31,11.752608695652174
One-Year Karachi Interbank Offer Rate,2022-01-31,11.6835
One-Year Karachi Interbank Offer Rate,2022-02-28,11.2405
One-Year Karachi Interbank Offer Rate,2022-03-31,12.202272727272728
One-Year Karachi Interbank Offer Rate,2022-04-30,13.798695652173913
One-Year Karachi Interbank Offer Rate,2022-05-31,15.114444444444445
One-Year Karachi Interbank Offer Rate,2022-06-30,15.77
One-Year Karachi Interbank Offer Rate,2022-07-31,16.051176470588235
One-Year Karachi Interbank Offer Rate,2022-08-31,16.296
One-Year Karachi Interbank Offer Rate,2022-09-30,16.361818181818183
One-Year Karachi Interbank Offer Rate,2022-10-31,16.09857142857143
One-Year Karachi Interbank Offer Rate,2022-11-30,16.294
One-Year Karachi Interbank Offer Rate,2022-12-31,17.28818181818182
One-Year Karachi Interbank Offer Rate,2023-01-31,17.684285714285714
One-Year Karachi Interbank Offer Rate,2023-02-28,19.054
One-Year Karachi Interbank Offer Rate,2023-03-31,21.5565
One-Year Karachi Interbank Offer Rate,2023-04-30,22.32176470588235
One-Year Karachi Interbank Offer Rate,2023-05-31,22.35952380952381
One-Year Karachi Interbank Offer Rate,2023-06-30,22.38705882352941
Six-Months Karachi Interbank Offer Rate,2004-07-31,NA
Six-Months Karachi Interbank Offer Rate,2004-08-31,NA
Six-Months Karachi Interbank Offer Rate,2004-09-30,NA
Six-Months Karachi Interbank Offer Rate,2004-10-31,NA
Six-Months Karachi Interbank Offer Rate,2004-11-30,NA
Six-Months Karachi Interbank Offer Rate,2004-12-31,NA
Six-Months Karachi Interbank Offer Rate,2005-01-31,NA
Six-Months Karachi Interbank Offer Rate,2005-02-28,NA
Six-Months Karachi Interbank Offer Rate,2005-03-31,NA
Six-Months Karachi Interbank Offer Rate,2005-04-30,NA
Six-Months Karachi Interbank Offer Rate,2005-05-31,NA
Six-Months Karachi Interbank Offer Rate,2005-06-30,8.702105263157895
Six-Months Karachi Interbank Offer Rate,2005-07-31,8.89576923076923
Six-Months Karachi Interbank Offer Rate,2005-08-31,8.932592592592593
Six-Months Karachi Interbank Offer Rate,2005-09-30,8.898461538461538
Six-Months Karachi Interbank Offer Rate,2005-10-31,9.021923076923077
Six-Months Karachi Interbank Offer Rate,2005-11-30,9.132692307692308
Six-Months Karachi Interbank Offer Rate,2005-12-31,9.141111111111112
Six-Months Karachi Interbank Offer Rate,2006-01-31,9.129615384615384
Six-Months Karachi Interbank Offer Rate,2006-02-28,9.250833333333333
Six-Months Karachi Interbank Offer Rate,2006-03-31,9.34
Six-Months Karachi Interbank Offer Rate,2006-04-30,9.483600000000001
Six-Months Karachi Interbank Offer Rate,2006-05-31,9.67074074074074
Six-Months Karachi Interbank Offer Rate,2006-06-30,9.68
Six-Months Karachi Interbank Offer Rate,2006-07-31,9.9256
Six-Months Karachi Interbank Offer Rate,2006-08-31,10.421923076923077
Six-Months Karachi Interbank Offer Rate,2006-09-30,10.368
Six-Months Karachi Interbank Offer Rate,2006-10-31,10.513181818181819
Six-Months Karachi Interbank Offer Rate,2006-11-30,10.562307692307693
Six-Months Karachi Interbank Offer Rate,2006-12-31,10.608461538461539
Six-Months Karachi Interbank Offer Rate,2007-01-31,10.55409090909091
Six-Months Karachi Interbank Offer Rate,2007-02-28,10.48913043478261
Six-Months Karachi Interbank Offer Rate,2007-03-31,10.42576923076923
Six-Months Karachi Interbank Offer Rate,2007-04-30,10.2516
Six-Months Karachi Interbank Offer Rate,2007-05-31,10.171153846153846
Six-Months Karachi Interbank Offer Rate,2007-06-30,10.026923076923076
Six-Months Karachi Interbank Offer Rate,2007-07-31,9.9668
Six-Months Karachi Interbank Offer Rate,2007-08-31,10.129999999999999
Six-Months Karachi Interbank Offer Rate,2007-09-30,10.012083333333333
Six-Months Karachi Interbank Offer Rate,2007-10-31,9.995416666666667
Six-Months Karachi Interbank Offer Rate,2007-11-30,9.966800000000001
Six-Months Karachi Interbank Offer Rate,2007-12-31,9.97
Six-Months Karachi Interbank Offer Rate,2008-01-31,10.026
Six-Months Karachi Interbank Offer Rate,2008-02-29,10.281739130434783
Six-Months Karachi Interbank Offer Rate,2008-03-31,10.3176
Six-Months Karachi Interbank Offer Rate,2008-04-30,10.366923076923078
Six-Months Karachi Interbank Offer Rate,2008-05-31,11.580384615384615
Six-Months Karachi Interbank Offer Rate,2008-06-30,13.316
Six-Months Karachi Interbank Offer Rate,2008-07-31,14.105384615384615
Six-Months Karachi Interbank Offer Rate,2008-08-31,13.5672
Six-Months Karachi Interbank Offer Rate,2008-09-30,14.0104
Six-Months Karachi Interbank Offer Rate,2008-10-31,14.77
Six-Months Karachi Interbank Offer Rate,2008-11-30,15.5992
Six-Months Karachi Interbank Offer Rate,2008-12-31,15.667272727272728
Six-Months Karachi Interbank Offer Rate,2009-01-31,15.46
Six-Months Karachi Interbank Offer Rate,2009-02-28,14.201739130434783
Six-Months Karachi Interbank Offer Rate,2009-03-31,12.540833333333333
Six-Months Karachi Interbank Offer Rate,2009-04-30,13.273461538461538
Six-Months Karachi Interbank Offer Rate,2009-05-31,13.5428
Six-Months Karachi Interbank Offer Rate,2009-06-30,13.178076923076922
Six-Months Karachi Interbank Offer Rate,2009-07-31,12.050384615384615
Six-Months Karachi Interbank Offer Rate,2009-08-31,12.2696
Six-Months Karachi Interbank Offer Rate,2009-09-30,12.624782608695652
Six-Months Karachi Interbank Offer Rate,2009-10-31,12.70962962962963
Six-Months Karachi Interbank Offer Rate,2009-11-30,12.716190476190476
Six-Months Karachi Interbank Offer Rate,2009-12-31,12.436538461538461
Six-Months Karachi Interbank Offer Rate,2010-01-31,12.306799999999999
Six-Months Karachi Interbank Offer Rate,2010-02-28,12.317272727272726
Six-Months Karachi Interbank Offer Rate,2010-03-31,12.419230769230769
Six-Months Karachi Interbank Offer Rate,2010-04-30,12.3588
Six-Months Karachi Interbank Offer Rate,2010-05-31,12.23857142857143
Six-Months Karachi Interbank Offer Rate,2010-06-30,12.35
Six-Months Karachi Interbank Offer Rate,2010-07-31,12.383333333333333
Six-Months Karachi Interbank Offer Rate,2010-08-31,12.82904761904762
Six-Months Karachi Interbank Offer Rate,2010-09-30,12.924
Six-Months Karachi Interbank Offer Rate,2010-10-31,13.212380952380952
Six-Months Karachi Interbank Offer Rate,2010-11-30,13.290526315789474
Six-Months Karachi Interbank Offer Rate,2010-12-31,13.600833333333332
Six-Months Karachi Interbank Offer Rate,2011-01-31,13.7372
Six-Months Karachi Interbank Offer Rate,2011-02-28,13.764545454545454
Six-Months Karachi Interbank Offer Rate,2011-03-31,13.741153846153846
Six-Months Karachi Interbank Offer Rate,2011-04-30,13.733461538461539
Six-Months Karachi Interbank Offer Rate,2011-05-31,13.641153846153847
Six-Months Karachi Interbank Offer Rate,2011-06-30,13.780384615384614
Six-Months Karachi Interbank Offer Rate,2011-07-31,13.8016
Six-Months Karachi Interbank Offer Rate,2011-08-31,13.3704
Six-Months Karachi Interbank Offer Rate,2011-09-30,13.377391304347826
Six-Months Karachi Interbank Offer Rate,2011-10-31,12.281363636363636
Six-Months Karachi Interbank Offer Rate,2011-11-30,11.90842105263158
Six-Months Karachi Interbank Offer Rate,2011-12-31,11.9815
Six-Months Karachi Interbank Offer Rate,2012-01-31,11.89904761904762
Six-Months Karachi Interbank Offer Rate,2012-02-29,11.900952380952381
Six-Months Karachi Interbank Offer Rate,2012-03-31,11.95
Six-Months Karachi Interbank Offer Rate,2012-04-30,11.998571428571429
Six-Months Karachi Interbank Offer Rate,2012-05-31,12.01
Six-Months Karachi Interbank Offer Rate,2012-06-30,12.028571428571428
Six-Months Karachi Interbank Offer Rate,2012-07-31,12.0125
Six-Months Karachi Interbank Offer Rate,2012-08-31,11.048421052631578
Six-Months Karachi Interbank Offer Rate,2012-09-30,10.39
Six-Months Karachi Interbank Offer Rate,2012-10-31,9.837142857142856
Six-Months Karachi Interbank Offer Rate,2012-11-30,9.445238095238095
Six-Months Karachi Interbank Offer Rate,2012-12-31,9.453
Six-Months Karachi Interbank Offer Rate,2013-01-31,9.357619047619048
Six-Months Karachi Interbank Offer Rate,2013-02-28,9.427894736842106
Six-Months Karachi Interbank Offer Rate,2013-03-31,9.543636363636363
Six-Months Karachi Interbank Offer Rate,2013-04-30,9.582272727272727
Six-Months Karachi Interbank Offer Rate,2013-05-31,9.596363636363636
Six-Months Karachi Interbank Offer Rate,2013-06-30,9.392
Six-Months Karachi Interbank Offer Rate,2013-07-31,9.077619047619049
Six-Months Karachi Interbank Offer Rate,2013-08-31,9.123157894736842
Six-Months Karachi Interbank Offer Rate,2013-09-30,9.282380952380953
Six-Months Karachi Interbank Offer Rate,2013-10-31,9.548947368421052
Six-Months Karachi Interbank Offer Rate,2013-11-30,9.779473684210526
Six-Months Karachi Interbank Offer Rate,2013-12-31,10.135714285714286
Six-Months Karachi Interbank Offer Rate,2014-01-31,10.144761904761905
Six-Months Karachi Interbank Offer Rate,2014-02-28,10.15157894736842
Six-Months Karachi Interbank Offer Rate,2014-03-31,10.111428571428572
Six-Months Karachi Interbank Offer Rate,2014-04-30,10.18090909090909
Six-Months Karachi Interbank Offer Rate,2014-05-31,10.173333333333334
Six-Months Karachi Interbank Offer Rate,2014-06-30,10.16952380952381
Six-Months Karachi Interbank Offer Rate,2014-07-31,10.17421052631579
Six-Months Karachi Interbank Offer Rate,2014-08-31,10.17578947368421
Six-Months Karachi Interbank Offer Rate,2014-09-30,10.183636363636364
Six-Months Karachi Interbank Offer Rate,2014-10-31,10.189499999999999
Six-Months Karachi Interbank Offer Rate,2014-11-30,9.856666666666667
Six-Months Karachi Interbank Offer Rate,2014-12-31,9.652272727272727
Six-Months Karachi Interbank Offer Rate,2015-01-31,9.176666666666668
Six-Months Karachi Interbank Offer Rate,2015-02-28,8.493157894736843
Six-Months Karachi Interbank Offer Rate,2015-03-31,8.177619047619048
Six-Months Karachi Interbank Offer Rate,2015-04-30,7.875454545454545
Six-Months Karachi Interbank Offer Rate,2015-05-31,7.0375
Six-Months Karachi Interbank Offer Rate,2015-06-30,6.884761904761905
Six-Months Karachi Interbank Offer Rate,2015-07-31,7.043684210526315
Six-Months Karachi Interbank Offer Rate,2015-08-31,7.0595
Six-Months Karachi Interbank Offer Rate,2015-09-30,6.8095
Six-Months Karachi Interbank Offer Rate,2015-10-31,6.584761904761905
Six-Months Karachi Interbank Offer Rate,2015-11-30,6.457619047619048
Six-Months Karachi Interbank Offer Rate,2015-12-31,6.524761904761904
Six-Months Karachi Interbank Offer Rate,2016-01-31,6.4155
Six-Months Karachi Interbank Offer Rate,2016-02-29,6.3625
Six-Months Karachi Interbank Offer Rate,2016-03-31,6.3568181818181815
Six-Months Karachi Interbank Offer Rate,2016-04-30,6.361904761904762
Six-Months Karachi Interbank Offer Rate,2016-05-31,6.307272727272728
Six-Months Karachi Interbank Offer Rate,2016-06-30,6.113333333333333
Six-Months Karachi Interbank Offer Rate,2016-07-31,6.020625
Six-Months Karachi Interbank Offer Rate,2016-08-31,6.02391304347826
Six-Months Karachi Interbank Offer Rate,2016-09-30,6.05
Six-Months Karachi Interbank Offer Rate,2016-10-31,6.052631578947368
Six-Months Karachi Interbank Offer Rate,2016-11-30,6.086363636363636
Six-Months Karachi Interbank Offer Rate,2016-12-31,6.139523809523809
Six-Months Karachi Interbank Offer Rate,2017-01-31,6.121904761904762
Six-Months Karachi Interbank Offer Rate,2017-02-28,6.129
Six-Months Karachi Interbank Offer Rate,2017-03-31,6.126363636363636
Six-Months Karachi Interbank Offer Rate,2017-04-30,6.163
Six-Months Karachi Interbank Offer Rate,2017-05-31,6.151904761904762
Six-Months Karachi Interbank Offer Rate,2017-06-30,6.15421052631579
Six-Months Karachi Interbank Offer Rate,2017-07-31,6.1445
Six-Months Karachi Interbank Offer Rate,2017-08-31,6.150454545454545
Six-Months Karachi Interbank Offer Rate,2017-09-30,6.1615789473684215
Six-Months Karachi Interbank Offer Rate,2017-10-31,6.168181818181818
Six-Months Karachi Interbank Offer Rate,2017-11-30,6.176363636363637
Six-Months Karachi Interbank Offer Rate,2017-12-31,6.20578947368421
Six-Months Karachi Interbank Offer Rate,2018-01-31,6.233636363636363
Six-Months Karachi Interbank Offer Rate,2018-02-28,6.435789473684211
Six-Months Karachi Interbank Offer Rate,2018-03-31,6.507142857142857
Six-Months Karachi Interbank Offer Rate,2018-04-30,6.504761904761905
Six-Months Karachi Interbank Offer Rate,2018-05-31,6.593809523809524
Six-Months Karachi Interbank Offer Rate,2018-06-30,6.978421052631579
Six-Months Karachi Interbank Offer Rate,2018-07-31,7.593
Six-Months Karachi Interbank Offer Rate,2018-08-31,8.046315789473685
Six-Months Karachi Interbank Offer Rate,2018-09-30,8.229444444444445
Six-Months Karachi Interbank Offer Rate,2018-10-31,9.433913043478261
Six-Months Karachi Interbank Offer Rate,2018-11-30,9.87
Six-Months Karachi Interbank Offer Rate,2018-12-31,10.658
Six-Months Karachi Interbank Offer Rate,2019-01-31,10.761363636363637
Six-Months Karachi Interbank Offer Rate,2019-02-28,10.853157894736842
Six-Months Karachi Interbank Offer Rate,2019-03-31,10.896666666666667
Six-Months Karachi Interbank Offer Rate,2019-04-30,11.248181818181818
Six-Months Karachi Interbank Offer Rate,2019-05-31,12.17142857142857
Six-Months Karachi Interbank Offer Rate,2019-06-30,13.0625
Six-Months Karachi Interbank Offer Rate,2019-07-31,13.557272727272727
Six-Months Karachi Interbank Offer Rate,2019-08-31,14.070526315789474
Six-Months Karachi Interbank Offer Rate,2019-09-30,13.96
Six-Months Karachi Interbank Offer Rate,2019-10-31,13.615652173913043
Six-Months Karachi Interbank Offer Rate,2019-11-30,13.493809523809524
Six-Months Karachi Interbank Offer Rate,2019-12-31,13.50047619047619
Six-Months Karachi Interbank Offer Rate,2020-01-31,13.483636363636364
Six-Months Karachi Interbank Offer Rate,2020-02-29,13.485263157894737
Six-Months Karachi Interbank Offer Rate,2020-03-31,12.338571428571429
Six-Months Karachi Interbank Offer Rate,2020-04-30,9.487142857142857
Six-Months Karachi Interbank Offer Rate,2020-05-31,7.984375
